;ncm;descricao;alq_ipi;aliq_ipi
360;0303.66.00;--Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.);0.0;0.0
361;0303.67.00;--Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0.0;0.0
362;0303.68.00;--Verdinhos (Micromesistius poutassou, Micromesistius australis);0.0;0.0
363;0303.69;--Outros;;
364;0303.69.10;Merluza rosada (Macruronus magellanicus);0.0;0.0
365;0303.69.90;Outros;0.0;0.0
366;0303.8;"- Outros peixes, exceto subprodutos comestíveis de peixes das subposições 0303.91 a0303.99:";;
367;0303.81;--Cação e outros tubarões;;
368;0303.81.1;Tubarão-azul (Prionace glauca);;
369;0303.81.11;Inteiro;0.0;0.0
370;0303.81.12;Eviscerado, sem cabeça e sem barbatanas;0.0;0.0
371;0303.81.13;Em pedaços, com pele;0.0;0.0
372;0303.81.14;Em pedaços, sem pele;0.0;0.0
373;0303.81.19;Outros;0.0;0.0
374;0303.81.90;Outros;0.0;0.0
375;0303.82.00;--Raias (Rajidae);0.0;0.0
376;0303.83;--Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);;
377;0303.83.1;Merluza negra (Dissostichus eleginoides);;
378;0303.83.11;Evisceradas, sem cabeça e sem cauda;0.0;0.0
379;0303.83.19;Outras;0.0;0.0
380;0303.83.2;Merluza antártica (Dissostichus mawsoni);;
381;0303.83.21;Evisceradas, sem cabeça e sem cauda;0.0;0.0
382;0303.83.29;Outras;0.0;0.0
383;0303.84.00;--Robalos (Dicentrarchus spp.);0.0;0.0
384;0303.89;--Outros;;
385;0303.89.10;Corvina (Micropogonias furnieri);0.0;0.0
386;0303.89.20;Pescadas (Cynoscion spp.);0.0;0.0
387;0303.89.3;Pargo (Lutjanus purpureus) e peixe-sapo (Lophius gastrophysus);;
388;0303.89.32;Pargo (Lutjanus purpureus);0.0;0.0
389;0303.89.33;Peixe-sapo (Lophius gastrophysus);0.0;0.0
390;0303.89.4;"Cherne-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), tainhas (Mugilspp.),esturjões(Acipenserbaerii,Acipensergueldenstaedtii,Acipenserpersicus,Acipenser stellatus), peixes-rei (Atherina spp.) e nototenias (Patagonotothen spp.)";;
391;0303.89.41;Cherne-poveiro (Polyprion americanus);0.0;0.0
392;0303.89.42;Garoupas (Acanthistius spp.);0.0;0.0
393;0303.89.43;Tainhas (Mugil spp.);0.0;0.0
394;0303.89.44;"Esturjões (Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenserstellatus)";0.0;0.0
395;0303.89.45;Peixes-rei (Atherina spp.);0.0;0.0
396;0303.89.46;Nototenias (Patagonotothen spp.);0.0;0.0
397;0303.89.5;"Curimatãs (Prochilodus spp.), tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.;seus híbridos), surubins (Pseudoplatystoma spp.), traíra (Hoplias malabaricus & H. cf.lacerdae), piaus (Leporinus spp.) e pirarucu (Arapaima gigas)";;
398;0303.89.51;Curimatãs (Prochilodus spp.);0.0;0.0
399;0303.89.52;"Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)";0.0;0.0
400;0303.89.53;Surubins (Pseudoplatystoma spp.);0.0;0.0
401;0303.89.54;Traíra (Hoplias malabaricus & H. cf. lacerdae);0.0;0.0
402;0303.89.55;Piaus (Leporinus spp.);0.0;0.0
403;0303.89.56;Pirarucu (Arapaima gigas);0.0;0.0
404;0303.89.6;"Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu(Piaractus mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (híbridode tambaqui e pacu)";;
405;0303.89.61;Piramutaba (Brachyplatystoma vaillantii);0.0;0.0
406;0303.89.62;Dourada (Brachyplatystoma flavicans);0.0;0.0
407;0303.89.63;Pacu (Piaractus mesopotamicus);0.0;0.0
408;0303.89.64;Tambaqui (Colossoma macropomum);0.0;0.0
409;0303.89.65;Tambacu (híbrido de tambaqui e pacu);0.0;0.0
410;0303.89.90;Outros;0.0;0.0
411;0303.9;"- Fígados, ovas, gônadas masculinas, barbatanas, cabeças, caudas, bexigas-natatórias eoutros subprodutos comestíveis de peixes:";;
412;0303.91.00;--Fígados, ovas e gônadas masculinas;0.0;0.0
413;0303.92.00;--Barbatanas de tubarão;0.0;0.0
414;0303.99;--Outros;;
415;0303.99.10;Cabeças de Merluza negra (Dissostichus eleginoides);0.0;0.0
416;0303.99.20;Cabeças de Merluza antártica (Dissostichus mawsoni);0.0;0.0
417;0303.99.90;Outros;0.0;0.0
419;03.04;"Filés(Filetes*)depeixeseoutracarnedepeixes(mesmopicada),frescos,refrigerados ou congelados.";;
420;0304.3;"- Filés (Filetes*) de tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp.,Silurusspp.,Clariasspp.,Ictalurusspp.),carpas(Cyprinusspp.,Carassiusspp.,Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodonpiceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobramaspp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente(Channa spp.), frescos ou refrigerados:";;
421;0304.31.00;--Tilápias (Oreochromis spp.);0.0;0.0
422;0304.32;--Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);;
423;0304.32.10;Bagre americano (Ictalurus punctatus);0.0;0.0
424;0304.32.90;Outros;0.0;0.0
425;0304.33.00;--Perca-do-nilo (Lates niloticus);0.0;0.0
426;0304.39.00;--Outros;0.0;0.0
427;0304.4;- Filés (Filetes*) de outros peixes, frescos ou refrigerados:;;
428;0304.41.00;"--Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchusketa,Oncorhynchustschawytscha,Oncorhynchuskisutch,OncorhynchusmasoueOncorhynchusrhodurus),salmão-do-atlântico(Salmosalar)esalmão-do-danúbio(Hucho hucho)";0.0;0.0
429;0304.42.00;"--Trutas(Salmotrutta,Oncorhynchusmykiss,Oncorhynchusclarki,Oncorhynchusaguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)";0.0;0.0
430;0304.43.00;"--Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae eCitharidae)";0.0;0.0
431;0304.44.00;"--PeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae, Merlucciidae, Moridae e Muraenolepididae";0.0;0.0
432;0304.45.00;--Espadarte (Xiphias gladius);0.0;0.0
433;0304.46.00;--Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);0.0;0.0
434;0304.47.00;--Cação e outros tubarões;0.0;0.0
435;0304.48.00;--Raias (Rajidae);0.0;0.0
436;0304.49;--Outros;;
437;0304.49.10;Cherne-poveiro (Polyprion americanus);0.0;0.0
438;0304.49.20;Garoupas (Acanthistius spp.);0.0;0.0
439;0304.49.90;Outros;0.0;0.0
440;0304.5;- Outros, frescos ou refrigerados:;;
441;0304.51.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";0.0;0.0
442;0304.52.00;--Salmonídeos;0.0;0.0
443;0304.53.00;"--PeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae, Merlucciidae, Moridae e Muraenolepididae";0.0;0.0
444;0304.54.00;--Espadarte (Xiphias gladius);0.0;0.0
445;0304.55.00;--Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);0.0;0.0
446;0304.56.00;--Cação e outros tubarões;0.0;0.0
447;0304.57.00;--Raias (Rajidae);0.0;0.0
448;0304.59.00;--Outros;0.0;0.0
449;0304.6;"- Filés (Filetes*) de tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp.,Silurusspp.,Clariasspp.,Ictalurusspp.),carpas(Cyprinusspp.,Carassiusspp.,Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodonpiceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobramaspp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente(Channa spp.), congelados:";;
450;0304.61.00;--Tilápias (Oreochromis spp.);0.0;0.0
451;0304.62;--Bagres (Peixes-gato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);;
452;0304.62.10;Bagre americano (Ictalurus punctatus);0.0;0.0
453;0304.62.90;Outros;0.0;0.0
454;0304.63.00;--Perca-do-nilo (Lates niloticus);0.0;0.0
455;0304.69.00;--Outros;0.0;0.0
456;0304.7;"- Filés(Filetes*)depeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, congelados:";;
457;0304.71.00;"--Bacalhau-do-atlântico(Gadusmorhua),bacalhau-da-groelândia(Gadusogac)ebacalhau-do-pacífico (Gadus macrocephalus)";0.0;0.0
458;0304.72.00;--Haddock ou lubina (Arinca*) (Melanogrammus aeglefinus);0.0;0.0
459;0304.73.00;--Saithe (Escamudo*) (Pollachius virens);0.0;0.0
460;0304.74.00;--Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.);0.0;0.0
461;0304.75.00;--Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0.0;0.0
462;0304.79.00;--Outros;0.0;0.0
463;0304.8;- Filés (Filetes*) de outros peixes, congelados:;;
464;0304.81.00;"--Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchusketa,Oncorhynchustschawytscha,Oncorhynchuskisutch,OncorhynchusmasoueOncorhynchusrhodurus),salmão-do-atlântico(Salmosalar)esalmão-do-danúbio(Hucho hucho)";0.0;0.0
465;0304.82.00;"--Trutas(Salmotrutta,Oncorhynchusmykiss,Oncorhynchusclarki,Oncorhynchusaguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)";0.0;0.0
466;0304.83.00;"--Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae eCitharidae)";0.0;0.0
467;0304.84.00;--Espadarte (Xiphias gladius);0.0;0.0
468;0304.85;--Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);;
469;0304.85.10;Merluza negra (Dissostichus eleginoides);0.0;0.0
470;0304.85.20;Merluza antártica (Dissostichus mawsoni);0.0;0.0
471;0304.86.00;--Arenques (Clupea harengus, Clupea pallasii);0.0;0.0
472;0304.87.00;--Atuns (do gênero Thunnus), bonito-listrado (gaiado*) (Euthynnus (Katsuwonus) pelamis);0.0;0.0
473;0304.88;--Cação e outros tubarões, raias (Rajidae);;
474;0304.88.10;Tubarão-azul (Prionace glauca);0.0;0.0
475;0304.88.90;Outros;0.0;0.0
476;0304.89;--Outros;;
477;0304.89.10;Pargo (Lutjanus purpureus);0.0;0.0
478;0304.89.20;Cherne-poveiro (Polyprion americanus);0.0;0.0
479;0304.89.30;Garoupas (Acanthistius spp.);0.0;0.0
480;0304.89.90;Outros;0.0;0.0
481;0304.9;- Outros, congelados:;;
482;0304.91.00;--Espadarte (Xiphias gladius);0.0;0.0
483;0304.92;--Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);;
484;0304.92.1;Merluza negra (Dissostichus eleginoides);;
485;0304.92.11;Bochechas (cheeks);0.0;0.0
486;0304.92.12;Colares (collars);0.0;0.0
487;0304.92.19;Outros;0.0;0.0
488;0304.92.2;Merluza antártica (Dissostichus mawsoni);;
489;0304.92.21;Bochechas (cheeks);0.0;0.0
490;0304.92.22;Colares (collars);0.0;0.0
491;0304.92.29;Outros;0.0;0.0
492;0304.93.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";0.0;0.0
493;0304.94.00;--Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0.0;0.0
494;0304.95.00;"--PeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto a polaca-do-alasca(escamudo-do-alasca*) (Theragra chalcogramma)";0.0;0.0
495;0304.96.00;--Cação e outros tubarões;0.0;0.0
496;0304.97.00;--Raias (Rajidae);0.0;0.0
497;0304.99.00;--Outros;0.0;0.0
499;03.05;"Peixessecos,salgadosouemsalmoura;peixesdefumados(fumados),mesmocozidos antes ou durante a defumação; farinhas, pós e pellets, de peixe, próprios paraalimentação humana.";;
500;0305.10.00;- Farinhas, pós e pellets, de peixe, próprios para alimentação humana;0.0;0.0
501;0305.20.00;"- Fígados, ovas e gônadas masculinas, de peixes, secos, defumados (fumados), salgadosou em salmoura";0.0;0.0
502;0305.3;"- Filés(Filetes*)depeixes,secos,salgadosouemsalmoura,masnãodefumados(fumados):";;
503;0305.31.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";0.0;0.0
504;0305.32;"--PeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae, Merlucciidae, Moridae e Muraenolepididae";;
505;0305.32.10;"Bacalhau-do-atlântico(Gadusmorhua),bacalhau-da-groelândia(Gadusogac)ebacalhau-do-pacífico (Gadus macrocephalus)";0.0;0.0
506;0305.32.20;Saithe (Pollachius virens);0.0;0.0
507;0305.32.30;Ling (Molva molva) e zarbo (Brosme brosme);0.0;0.0
508;0305.32.90;Outros;0.0;0.0
509;0305.39.00;--Outros;0.0;0.0
510;0305.4;"- Peixes defumados (fumados), mesmo em filés (filetes*), exceto subprodutos comestíveisde peixes:";;
511;0305.41.00;"--Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchusketa,Oncorhynchustschawytscha,Oncorhynchuskisutch,OncorhynchusmasoueOncorhynchusrhodurus),salmão-do-atlântico(Salmosalar)esalmão-do-danúbio(Hucho hucho)";5.0;5.0
512;0305.42.00;--Arenques (Clupea harengus, Clupea pallasii);5.0;5.0
513;0305.43.00;"--Trutas(Salmotrutta,Oncorhynchusmykiss,Oncorhynchusclarki,Oncorhynchusaguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)";0.0;0.0
514;0305.44.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";0.0;0.0
515;0305.49;--Outros;;
516;0305.49.10;"Bacalhau-do-atlântico(Gadusmorhua),bacalhau-da-groelândia(Gadusogac)ebacalhau-do-pacífico (Gadus macrocephalus)";5.0;5.0
517;0305.49.20;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme);0.0;0.0
518;0305.49.90;Outros;0.0;0.0
519;0305.5;"- Peixes secos, exceto subprodutos comestíveis de peixes, mesmo salgados, mas nãodefumados (fumados):";;
520;0305.51.00;"--Bacalhau-do-atlântico(Gadusmorhua),bacalhau-da-groelândia(Gadusogac)ebacalhau-do-pacífico (Gadus macrocephalus)";5.0;5.0
521;0305.52.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";5.0;5.0
522;0305.53;"--PeixesdasfamíliasBregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae,Merlucciidae,MoridaeeMuraenolepididae,excetobacalhau(Gadusmorhua, Gadus ogac, Gadus macrocephalus)";;
523;0305.53.10;"Bacalhau polar (Boreogadus saida), saithe (Pollachius virens), ling (Molva molva), lingazul(Molvadypterygia),zarbo(Brosmebrosme),abrotea-do-alto(Urophycisblennoides) e haddock ou lubina (Melanogrammus aeglefinus)";5.0;5.0
524;0305.53.90;Outros;5.0;5.0
525;0305.54.00;"--Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueirões*) (Engraulis spp.),sardinhas(Sardinapilchardus,Sardinopsspp.,Sardinellaspp.)(sardinha(Sardinapilchardus)esardinelas(Sardinopsspp.,Sardinellaspp.)*),anchoveta(espadilha*)(Sprattussprattus),cavalinhas(sardasecavalas*)(Scomberscombrus,Scomberaustralasicus,Scomberjaponicus),cavalas-do-índico(Rastrelligerspp.),serras(Scomberomorusspp.),carapaus(Trachurusspp.),xaréus(Caranxspp.),bijupirá(cobia*) (Rachycentron canadum), pampos-prateado (Pampus spp.), agulhão-do-japão(Cololabissaira),charros(Decapterusspp.),capelim(Mallotusvillosus),espadarte(Xiphias gladius), merma-oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins,marlins, veleiros (Istiophoridae)";5.0;5.0
526;0305.59.00;--Outros;5.0;5.0
527;0305.6;"- Peixes salgados, não secos nem defumados (fumados) e peixes em salmoura, excetosubprodutos comestíveis de peixes:";;
528;0305.61.00;--Arenques (Clupea harengus, Clupea pallasii);5.0;5.0
529;0305.62.00;"--Bacalhau-do-atlântico(Gadusmorhua),bacalhau-da-groelândia(Gadusogac)ebacalhau-do-pacífico (Gadus macrocephalus)";5.0;5.0
530;0305.63.00;--Anchovas (Biqueirões*) (Engraulis spp.);0.0;0.0
531;0305.64.00;"--Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus,Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeospp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguillaspp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.)";0.0;0.0
532;0305.69;--Outros;;
533;0305.69.10;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme);0.0;0.0
534;0305.69.90;Outros;0.0;0.0
535;0305.7;"- Barbatanas, cabeças, caudas, bexigas-natatórias e outros subprodutos comestíveis depeixes:";;
536;0305.71.00;--Barbatanas de tubarão;0.0;0.0
538;0305.72.00;--Cabeças, caudas e bexigas-natatórias, de peixes;5.0;5.0
541;0305.79.00;--Outros;5.0;5.0
545;03.06;"Crustáceos, mesmo com casca, vivos, frescos, refrigerados, congelados, secos,salgados ou em salmoura; crustáceos, mesmo com casca, defumados (fumados),mesmo cozidos antes ou durante a defumação; crustáceos com casca, cozidos emágua ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura;farinhas, pós e pellets de crustáceos, próprios para alimentação humana.";;
546;0306.1;- Congelados:;;
547;0306.11;--Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);;
548;0306.11.10;Inteiras;0.0;0.0
549;0306.11.90;Outras;0.0;0.0
550;0306.12.00;--Lavagantes (Homarus spp.);0.0;0.0
551;0306.14.00;--Caranguejos;0.0;0.0
552;0306.15.00;--Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0.0;0.0
553;0306.16;--Camarões de água fria (Pandalus spp., Crangon crangon);;
554;0306.16.10;Inteiros;0.0;0.0
555;0306.16.90;Outros;0.0;0.0
556;0306.17;--Outros camarões;;
557;0306.17.10;Inteiros;0.0;0.0
558;0306.17.90;Outros;0.0;0.0
559;0306.19;"--Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentaçãohumana";;
560;0306.19.10;Krill (Euphausia superba);0.0;0.0
561;0306.19.90;Outros;0.0;0.0
562;0306.3;- Vivos, frescos ou refrigerados:;;
563;0306.31.00;--Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);0.0;0.0
564;0306.32.00;--Lavagantes (Homarus spp.);0.0;0.0
565;0306.33.00;--Caranguejos;0.0;0.0
566;0306.34.00;--Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0.0;0.0
567;0306.35.00;--Camarões de água fria (Pandalus spp., Crangon crangon);0.0;0.0
568;0306.36.00;--Outros camarões;0.0;0.0
569;0306.39;"--Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentaçãohumana";;
570;0306.39.10;Lagosta de água doce (Cherax quadricarinatus);0.0;0.0
571;0306.39.90;Outros;0.0;0.0
572;0306.9;- Outros:;;
573;0306.91.00;--Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);0.0;0.0
574;0306.92.00;--Lavagantes (Homarus spp.);0.0;0.0
575;0306.93.00;--Caranguejos;0.0;0.0
576;0306.94.00;--Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0.0;0.0
577;0306.95.00;--Camarões;0.0;0.0
578;0306.99;"--Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentaçãohumana";;
579;0306.99.10;Lagosta de água doce (Cherax quadricarinatus);0.0;0.0
580;0306.99.90;Outros;0.0;0.0
582;03.07;"Moluscos, mesmocomconcha,vivos,frescos,refrigerados, congelados,secos,salgados ou em salmoura; moluscos, mesmo com concha, defumados (fumados),mesmo cozidos antes ou durante a defumação; farinhas, pós e pellets de moluscos,próprios para alimentação humana.";;
583;0307.1;- Ostras:;;
584;0307.11.00;--Vivas, frescas ou refrigeradas;0.0;0.0
585;0307.12.00;--Congeladas;0.0;0.0
586;0307.19.00;--Outras;0.0;0.0
